path,f_name,f_type,f_size_Kb,f_mtime,Owner,Modified_file_size
C:\Users\Admin\OneDrive\Desktop\Python\learning\file_sys_project\.git\HEAD,HEAD,,0,2025-09-04 09:55:56,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\learning\file_sys_project\.git\index,index,,0,2025-09-04 09:52:28,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\learning\file_sys_project\.git\hooks\applypatch-msg.sample,applypatch-msg,.sample,0,2025-09-03 17:26:38,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\learning\file_sys_project\.git\hooks\commit-msg.sample,commit-msg,.sample,0,2025-09-03 17:26:38,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\learning\file_sys_project\.git\hooks\fsmonitor-watchman.sample,fsmonitor-watchman,.sample,4,2025-09-03 17:26:38,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\learning\file_sys_project\.git\hooks\post-update.sample,post-update,.sample,0,2025-09-03 17:26:38,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\learning\file_sys_project\.git\hooks\pre-applypatch.sample,pre-applypatch,.sample,0,2025-09-03 17:26:38,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\learning\file_sys_project\.git\hooks\pre-commit.sample,pre-commit,.sample,1,2025-09-03 17:26:38,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\learning\file_sys_project\.git\hooks\pre-merge-commit.sample,pre-merge-commit,.sample,0,2025-09-03 17:26:38,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\learning\file_sys_project\.git\hooks\pre-push.sample,pre-push,.sample,1,2025-09-03 17:26:38,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\learning\file_sys_project\.git\hooks\pre-rebase.sample,pre-rebase,.sample,4,2025-09-03 17:26:38,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\learning\file_sys_project\.git\hooks\pre-receive.sample,pre-receive,.sample,0,2025-09-03 17:26:38,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\learning\file_sys_project\.git\hooks\prepare-commit-msg.sample,prepare-commit-msg,.sample,1,2025-09-03 17:26:38,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\learning\file_sys_project\.git\hooks\push-to-checkout.sample,push-to-checkout,.sample,2,2025-09-03 17:26:38,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\learning\file_sys_project\.git\hooks\sendemail-validate.sample,sendemail-validate,.sample,2,2025-09-03 17:26:38,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\learning\file_sys_project\.git\hooks\update.sample,update,.sample,3,2025-09-03 17:26:38,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\learning\file_sys_project\.git\info\exclude,exclude,,0,2025-09-03 17:26:38,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\learning\file_sys_project\.git\logs\HEAD,HEAD,,0,2025-09-04 09:55:56,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\learning\file_sys_project\.git\logs\refs\heads\main,main,,0,2025-09-04 09:55:56,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\learning\file_sys_project\.git\logs\refs\remotes\origin\main,main,,0,2025-09-04 09:56:11,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\learning\file_sys_project\.git\objects\06\4de110beb3e120203597f41704ebb81c50917e,4de110beb3e120203597f41704ebb81c50917e,,107,2025-09-04 09:43:51,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\learning\file_sys_project\.git\objects\27\f311b3bb5a78f68956c044775a0cf8e28771f7,f311b3bb5a78f68956c044775a0cf8e28771f7,,0,2025-09-04 09:44:32,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\learning\file_sys_project\.git\objects\3f\e2f8b36a5bff58a02fcfa7bd20d2a69dc8e528,e2f8b36a5bff58a02fcfa7bd20d2a69dc8e528,,0,2025-09-04 09:49:20,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\learning\file_sys_project\.git\objects\65\8675e3e7cc4d846ddbdebe67f7165874daa7b0,8675e3e7cc4d846ddbdebe67f7165874daa7b0,,1,2025-09-04 09:43:51,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\learning\file_sys_project\.git\objects\70\ef93c83e5a8bf747c86be2643c1fb950e47b68,ef93c83e5a8bf747c86be2643c1fb950e47b68,,0,2025-09-04 09:52:28,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\learning\file_sys_project\.git\objects\7d\7fc8579eef58d91e741b5cbb624ecb2db83a19,7fc8579eef58d91e741b5cbb624ecb2db83a19,,0,2025-09-04 09:52:06,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\learning\file_sys_project\.git\objects\8f\97af647728f148d6b8ab2a695a247508815f15,97af647728f148d6b8ab2a695a247508815f15,,0,2025-09-04 09:43:51,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\learning\file_sys_project\.git\objects\cc\eeddd6ac30067fe28ec51c8bf33efa29683472,eeddd6ac30067fe28ec51c8bf33efa29683472,,0,2025-09-04 09:44:32,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\learning\file_sys_project\.git\objects\e5\787a11e5192254463baced113e9dc7fe83c7ce,787a11e5192254463baced113e9dc7fe83c7ce,,0,2025-09-04 09:44:32,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\learning\file_sys_project\.git\objects\e8\600790e79f82c3cd6f7d66e1b01a47c2b10e91,600790e79f82c3cd6f7d66e1b01a47c2b10e91,,0,2025-09-04 09:48:43,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\learning\file_sys_project\.git\objects\f2\5574a2924c8aec8c5a7c8d0999f3349b057c3d,5574a2924c8aec8c5a7c8d0999f3349b057c3d,,0,2025-09-04 09:52:28,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\learning\file_sys_project\.git\refs\heads\main,main,,0,2025-09-04 09:55:56,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\learning\file_sys_project\.git\refs\remotes\origin\main,main,,0,2025-09-04 09:56:11,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\learning\file_sys_project\reports\reports.py,reports,.py,7,2025-09-04 14:35:02,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\learning\file_sys_project\reports\figures\drive_usage.png,drive_usage,.png,32,2025-09-04 14:35:12,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\learning\file_sys_project\reports\figures\file_trend.png,file_trend,.png,123,2025-09-04 14:35:13,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\learning\file_sys_project\reports\figures\file_type_distribution.png,file_type_distribution,.png,43,2025-09-04 14:35:12,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\learning\file_sys_project\reports\figures\memory_distribution.png,memory_distribution,.png,44,2025-09-04 14:35:12,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\learning\file_sys_project\reports\tables\file_types.csv,file_types,.csv,0,2025-09-04 14:35:12,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\learning\file_sys_project\reports\tables\large_files.csv,large_files,.csv,1,2025-09-04 14:35:12,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\learning\file_sys_project\reports\tables\last_snapshot.csv,last_snapshot,.csv,23,2025-09-04 14:35:13,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\learning\file_sys_project\reports\tables\trend_log.csv,trend_log,.csv,5,2025-09-04 14:35:13,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\learning\__pycache__\watchdog.cpython-313.pyc,watchdog.cpython-313,.pyc,1,2025-09-01 12:39:43,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\refrences-stm32\DS3231_rtc.pdf,DS3231_rtc,.pdf,361,2025-07-03 10:11:51,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\refrences-stm32\pm0214-stm32-cortexm4-mcus-and-mpus-programming-manual-stmicroelectronics.pdf,pm0214-stm32-cortexm4-mcus-and-mpus-programming-manual-stmicroelectronics,.pdf,2329,2025-07-18 11:20:57,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\refrences-stm32\rm-stm32f429xx.pdf,rm-stm32f429xx,.pdf,20546,2025-07-17 16:53:13,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\refrences-stm32\SSD1306.pdf,SSD1306,.pdf,1832,2025-07-07 16:30:13,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\refrences-stm32\SSD1315_OLED.pdf,SSD1315_OLED,.pdf,1990,2025-07-04 18:03:52,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\refrences-stm32\stm32-f429i-disc_schematic.pdf,stm32-f429i-disc_schematic,.pdf,2622,2025-06-16 17:03:41,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\refrences-stm32\stm32f427vg-1760963.pdf,stm32f427vg-1760963,.pdf,2926,2025-06-26 16:52:28,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\refrences-stm32\um1670-discovery-kit-with-stm32f429zi-mcu-stmicroelectronics.pdf,um1670-discovery-kit-with-stm32f429zi-mcu-stmicroelectronics,.pdf,2392,2025-06-18 09:35:18,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\adc_temp.uvguix.Admin,adc_temp.uvguix,.Admin,88,2025-06-25 10:50:33,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\adc_temp.uvoptx,adc_temp,.uvoptx,6,2025-06-24 17:58:34,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\adc_temp.uvprojx,adc_temp,.uvprojx,15,2025-06-24 17:58:34,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\attributes.h,attributes,.h,1,2025-07-03 17:24:44,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\config.c,config,.c,0,2025-07-04 10:59:27,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\defines.h,defines,.h,1,2025-07-08 12:58:38,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\defn.h,defn,.h,0,2025-06-20 16:53:12,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\EventRecorderStub.scvd,EventRecorderStub,.scvd,0,2025-07-08 15:55:44,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\I2C.uvoptx,I2C,.uvoptx,9,2025-07-18 16:59:56,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\I2C.uvprojx,I2C,.uvprojx,16,2025-07-14 09:49:24,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\I2C_IT.zip,I2C_IT,.zip,80,2025-07-23 15:17:48,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\I2C_OLED.zip,I2C_OLED,.zip,54,2025-08-05 11:11:55,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\i2c_sample.uvguix.Admin,i2c_sample.uvguix,.Admin,88,2025-06-30 15:09:46,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\i2c_sample.uvoptx,i2c_sample,.uvoptx,5,2025-06-30 15:09:46,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\i2c_sample.uvprojx,i2c_sample,.uvprojx,15,2025-06-30 15:09:46,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\init.c,init,.c,1,2025-06-20 16:39:36,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\L1.uvguix.Admin,L1.uvguix,.Admin,89,2025-08-05 15:51:03,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\L1.uvoptx,L1,.uvoptx,6,2025-06-13 09:39:54,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\L1.uvprojx,L1,.uvprojx,19,2025-06-13 09:33:44,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\ldtc_demo.uvguix.Admin,ldtc_demo.uvguix,.Admin,95,2025-07-04 10:22:34,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\ldtc_demo.uvoptx,ldtc_demo,.uvoptx,11,2025-07-03 17:29:22,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\led.c,led,.c,1,2025-07-02 17:32:16,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\led.uvguix.Admin,led.uvguix,.Admin,88,2025-08-05 15:38:23,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\led.uvoptx,led,.uvoptx,6,2025-06-09 11:22:28,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\led.uvprojx,led,.uvprojx,14,2025-06-20 13:59:50,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\main.c,main,.c,0,2025-06-09 11:10:43,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\main_uart.c,main_uart,.c,4,2025-08-05 15:52:10,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\oled_sample.uvguix.Admin,oled_sample.uvguix,.Admin,90,2025-07-08 15:51:50,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\oled_sample.uvoptx,oled_sample,.uvoptx,8,2025-07-08 13:03:51,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\oled_sample.uvprojx,oled_sample,.uvprojx,17,2025-07-08 13:03:57,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\sample.c,sample,.c,2,2025-06-30 15:01:13,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\stm32f4xx_dma2d.h,stm32f4xx_dma2d,.h,19,2025-07-03 17:29:21,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\stm32f4xx_fmc.h,stm32f4xx_fmc,.h,43,2025-07-03 17:27:23,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\stm32f4xx_gpio.h,stm32f4xx_gpio,.h,22,2025-07-03 17:17:51,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\stm32f4xx_ltdc.h,stm32f4xx_ltdc,.h,20,2025-07-03 17:18:43,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\stm32f4xx_rcc.h,stm32f4xx_rcc,.h,28,2025-07-03 17:11:59,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\stm32f4xx_spi.h,stm32f4xx_spi,.h,20,2025-07-03 17:24:03,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\temp_main.c,temp_main,.c,1,2025-06-24 12:02:11,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\tm_stm32f4_fonts.c,tm_stm32f4_fonts,.c,42,2025-07-08 14:25:41,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\tm_stm32f4_fonts.h,tm_stm32f4_fonts,.h,3,2025-07-08 12:59:11,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\tm_stm32f4_gpio.c,tm_stm32f4_gpio,.c,7,2025-07-08 13:01:49,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\tm_stm32f4_gpio.h,tm_stm32f4_gpio,.h,14,2025-07-08 13:02:32,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\tm_stm32f4_i2c.c,tm_stm32f4_i2c,.c,11,2025-07-08 13:03:14,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\tm_stm32f4_i2c.h,tm_stm32f4_i2c,.h,11,2025-07-08 15:03:06,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\tm_stm32f4_ssd1306.c,tm_stm32f4_ssd1306,.c,12,2025-07-08 13:01:16,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\tm_stm32f4_ssd1306.h,tm_stm32f4_ssd1306,.h,10,2025-07-08 13:00:30,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\tx_rx.c,tx_rx,.c,0,2025-06-20 17:04:35,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\uart.c,uart,.c,0,2025-07-17 17:06:16,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\uart.uvguix.Admin,uart.uvguix,.Admin,175,2025-08-05 17:58:01,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\uart.uvoptx,uart,.uvoptx,7,2025-07-30 17:51:39,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\uart.uvprojx,uart,.uvprojx,15,2025-06-19 15:52:10,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\uart_2.c,uart_2,.c,0,2025-06-20 17:04:22,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\uart_2.uvguix.Admin,uart_2.uvguix,.Admin,89,2025-07-18 12:49:04,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\uart_2.uvoptx,uart_2,.uvoptx,6,2025-06-20 13:59:37,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\ADC\adc.uvguix.Admin,adc.uvguix,.Admin,90,2025-06-26 11:21:13,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\ADC\adc.uvoptx,adc,.uvoptx,5,2025-06-26 11:21:13,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\ADC\adc.uvprojx,adc,.uvprojx,15,2025-06-23 18:06:38,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\ADC\adc_main.c,adc_main,.c,1,2025-06-24 09:33:47,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\DebugConfig\Target_1_STM32F429ZITx.dbgconf,Target_1_STM32F429ZITx,.dbgconf,2,2025-06-06 17:47:30,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\I2C\header.h,header,.h,0,2025-07-01 09:46:53,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\I2C\I2C.uvguix.Admin,I2C.uvguix,.Admin,176,2025-07-18 17:08:55,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\I2C\I2C.uvoptx,I2C,.uvoptx,9,2025-07-02 17:59:46,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\I2C\I2C.uvprojx,I2C,.uvprojx,16,2025-06-30 18:01:00,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\I2C\i2c1.c,i2c1,.c,3,2025-07-11 11:22:25,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\I2C\i2c2.c,i2c2,.c,2,2025-07-11 11:22:24,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\I2C\I2C_main.c,I2C_main,.c,0,2025-07-11 11:22:21,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\I2C\sys_config.c,sys_config,.c,1,2025-07-01 09:47:25,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\I2C\DebugConfig\Target_1_STM32F429ZITx.dbgconf,Target_1_STM32F429ZITx,.dbgconf,2,2025-06-09 12:34:41,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\I2C\RTE\Device\STM32F429ZITx\startup_stm32f429xx.s,startup_stm32f429xx,.s,29,2025-06-09 12:34:45,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\I2C\RTE\Device\STM32F429ZITx\startup_stm32f429xx.s.base@2.6.8,startup_stm32f429xx.s.base@2.6,.8,29,2025-06-09 12:34:45,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\I2C\RTE\Device\STM32F429ZITx\STM32F405_415_407_417_427_437_429_439.dbgconf,STM32F405_415_407_417_427_437_429_439,.dbgconf,2,2025-06-09 12:34:41,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\I2C\RTE\Device\STM32F429ZITx\STM32F405_415_407_417_427_437_429_439.dbgconf.base@0.0.0,STM32F405_415_407_417_427_437_429_439.dbgconf.base@0.0,.0,2,2025-06-09 12:34:41,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\I2C\RTE\Device\STM32F429ZITx\system_stm32f4xx.c,system_stm32f4xx,.c,26,2025-06-09 12:34:45,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\I2C\RTE\Device\STM32F429ZITx\system_stm32f4xx.c.base@2.6.8,system_stm32f4xx.c.base@2.6,.8,26,2025-06-09 12:34:45,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\I2C\RTE\_Target_1\RTE_Components.h,RTE_Components,.h,0,2025-07-18 17:00:26,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\I2C_IT\EventRecorderStub.scvd,EventRecorderStub,.scvd,0,2025-07-21 11:39:19,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\I2C_IT\i2c_h.h,i2c_h,.h,0,2025-07-25 10:31:20,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\I2C_IT\I2C_IT.uvguix.Admin,I2C_IT.uvguix,.Admin,177,2025-08-01 09:36:51,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\I2C_IT\I2C_IT.uvoptx,I2C_IT,.uvoptx,9,2025-07-25 17:42:05,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\I2C_IT\I2C_IT.uvprojx,I2C_IT,.uvprojx,16,2025-07-21 11:30:19,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\I2C_IT\i2c_main.c,i2c_main,.c,0,2025-07-25 11:06:03,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\I2C_IT\init.c,init,.c,3,2025-07-31 17:54:12,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\I2C_IT\DebugConfig\Target_1_STM32F429ZITx.dbgconf,Target_1_STM32F429ZITx,.dbgconf,2,2025-06-09 12:34:41,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\I2C_IT\Listings\I2C_IT.map,I2C_IT,.map,65,2025-07-25 11:20:49,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\I2C_IT\Objects\ExtDll.iex,ExtDll,.iex,0,2025-07-25 10:36:36,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\I2C_IT\Objects\I2C_IT.axf,I2C_IT,.axf,23,2025-07-25 11:20:49,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\I2C_IT\Objects\I2C_IT.build_log.htm,I2C_IT.build_log,.htm,2,2025-07-25 11:20:49,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\I2C_IT\Objects\I2C_IT.htm,I2C_IT,.htm,50,2025-07-25 11:20:49,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\I2C_IT\Objects\I2C_IT.lnp,I2C_IT,.lnp,0,2025-07-25 11:20:49,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\I2C_IT\Objects\I2C_IT_Target_1.dep,I2C_IT_Target_1,.dep,4,2025-07-25 11:20:49,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\I2C_IT\Objects\i2c_main.d,i2c_main,.d,0,2025-07-25 11:20:49,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\I2C_IT\Objects\i2c_main.o,i2c_main,.o,4,2025-07-25 11:20:49,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\I2C_IT\Objects\init.d,init,.d,0,2025-07-25 11:20:49,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\I2C_IT\Objects\init.o,init,.o,6,2025-07-25 11:20:49,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\I2C_IT\Objects\startup_stm32f429xx.o,startup_stm32f429xx,.o,8,2025-07-25 11:20:49,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\STM32\I2C_IT\Objects\system_stm32f4xx.d,system_stm32f4xx,.d,0,2025-07-25 11:20:49,DESKTOP-L6P3D7M\Admin,0
